date,report_org_code,org_code,activity,activity_short,state,township,beneficiaries,new_beneficiaries
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,57,57
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,42,42
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,59,59
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,53,53
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,19,19
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,105,105
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,49,49
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,135,135
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,66,66
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,35,35
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,70,70
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,62,62
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,97,97
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,77,77
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,79,79
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,115,115
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,97,97
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,61,61
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,170,170
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,28,28
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Yangon,Hmawbi,132,132
2022-03-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Yangon,Hmawbi,30,0
2022-03-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Yangon,Hmawbi,30,0
2022-03-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Yangon,Hmawbi,30,0
2022-03-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Yangon,Hmawbi,30,0
2022-03-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Yangon,Hmawbi,30,0
2022-03-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Yangon,Hmawbi,30,0
2022-03-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Yangon,Hmawbi,30,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,2517,2517
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,1216,1216
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,478,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,576,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,1098,1098
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,408,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,560,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,1030,1030
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,409,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,938,938
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,769,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,531,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,904,904
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,258,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,468,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Thanlyin,793,793
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,32,32
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,24,24
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,21,21
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,12,12
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,5,5
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,6,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,14,14
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,14,14
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,39,39
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,49,49
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,7,7
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,7,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,10,10
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,6,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,7,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,4,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,10,10
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,14,14
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,4,4
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,11,11
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,6,6
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,7,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,10,10
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,5,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,5,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,10,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,19,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,5,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,6,0
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,22,22
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,15,15
2022-03-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Taikkyi,6,6
2022-06-01,org_5677,org_5677,income-generating activities and small grants,IGA and small grants,Mon,Mawlamyine,206,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Amarapura,86,86
2022-01-01,org_5677,org_5677,food/cash for work/assets,food_cash for work_assets,Mandalay,Pyigyitagon,31,31
2022-01-01,org_5677,org_5677,food/cash for work/assets,food_cash for work_assets,Mandalay,Pyigyitagon,8,8
2022-01-01,org_5677,org_5677,food/cash for work/assets,food_cash for work_assets,Mandalay,Pyigyitagon,26,26
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Pyigyitagon,5,5
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Pyigyitagon,4,4
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Pyigyitagon,5,5
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Pyigyitagon,5,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Pyigyitagon,6,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Pyigyitagon,5,5
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,2,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,4,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,5,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,3,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,2,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,4,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,2,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,6,6
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,9,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,3
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,3
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,3
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,3
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,3
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,6,6
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,3
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,9,9
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,3
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,6,6
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,3,0
2022-01-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Yenangyaung,6,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),110,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),128,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),121,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),102,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),118,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),135,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),36,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),76,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),74,0
2022-01-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),100,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Amarapura,312,312
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Mandalay,Amarapura,5,5
2022-02-01,org_5677,org_5677,food/cash for work/assets,food_cash for work_assets,Mandalay,Pyigyitagon,3,3
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,2,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,4,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,2,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,2,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), severe",food distribution,Magway,Seikphyu,1,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),110,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),128,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),121,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),102,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),118,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),135,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),36,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),76,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),74,0
2022-02-01,org_5677,org_5677,"multi-purpose cash transfer (MPC), moderate",multi-purpose cash transfer,Yangon,Dagon Myothit (Seikkan),100,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,195,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,52,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,33,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,24,24
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,5,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,34,34
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,93,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,212,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,87,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,100,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,91,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,76,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,38,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,96,96
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,77,77
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,130,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,24,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,58,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,53,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,10,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,47,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,6,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,20,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,14,14
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,31,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,10,10
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,25,25
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,24,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,127,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,24,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,50,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,11,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,86,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,17,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,31,0
2022-02-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,44,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,315,315
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,137,137
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,33,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,24,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,5,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,34,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,213,213
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,338,338
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,145,145
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,220,220
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,111,111
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,176,176
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,138,138
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,196,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,101,101
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,216,216
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,64,64
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,158,158
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,133,133
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,28,28
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,213,213
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,3,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,20,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,14,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,31,0
2022-04-01,org_5677,org_5677,"food distributions (in kind/voucher/cash), moderate",food distribution,Yangon,Hlegu,10,0
